Id,SalePrice
1461,126092.77780417367
1462,156047.05933839965
1463,173764.67464701133
1464,181626.74868757787
1465,190856.01557658636
1466,182120.00195830694
1467,170270.0805562062
1468,174996.73965069954
1469,191874.51370753307
1470,124653.70407292474
1471,208607.7362241791
1472,92677.73710088784
1473,98112.52938544449
1474,150285.08055809088
1475,142990.85632848498
1476,353406.8860631689
1477,242839.31201640883
1478,293557.00138451235
1479,249845.18917782133
1480,476553.72102438036
1481,321022.83565870003
1482,202816.94211832873
1483,178994.2591194052
1484,171444.55262256824
1485,172754.60057760926
1486,200200.69036305146
1487,323341.1763504513
1488,244605.57629887082
1489,196185.88142090265
1490,195864.12929880113
1491,188557.48009252592
1492,96825.31696534182
1493,179710.73371554405
1494,290896.6280049016
1495,298492.0717966219
1496,216526.30844888213
1497,191267.24785924488
1498,154305.18733133585
1499,153830.96077488852
1500,151120.95551998948
1501,174147.84245319816
1502,162182.42211514298
1503,289669.69712382887
1504,226601.41864433954
1505,221025.2564149399
1506,185480.50035248176
1507,214462.39849203924
1508,201382.796478057
1509,161099.17150773312
1510,151833.44753081835
1511,150015.88115407428
1512,164106.78040034088
1513,157781.37399475448
1514,160856.65459356268
1515,170333.71175184462
1516,150681.78481280585
1517,152107.78290738934
1518,135193.5411514794
1519,223320.2157630958
1520,138425.6548229252
1521,143012.3274405509
1522,162940.56939010174
1523,125314.40484443367
1524,122487.18127136846
1525,124933.67834308106
1526,129121.69819460339
1527,102763.70117514362
1528,131617.00545336556
1529,145547.60516218402
1530,159590.38217777
1531,126585.4606918122
1532,105840.33675991555
1533,146700.18835782577
1534,121960.81589750889
1535,151851.76981775687
1536,120803.64208148207
1537,72799.5866821305
1538,158006.47768846943
1539,173938.257789496
1540,113496.55740976335
1541,148694.96484423205
1542,138689.13753065834
1543,218786.2571422852
1544,81103.62069360646
1545,115424.56782208297
1546,120663.84061688576
1547,134443.7164271092
1548,128141.24706491074
1549,112411.30620815304
1550,135895.69856979957
1551,121745.33673017709
1552,139546.24074718115
1553,136112.6458120736
1554,103200.3639531124
1555,168387.83145381787
1556,95517.12855995251
1557,125621.3986455999
1558,85840.50369711858
1559,123174.17104403011
1560,139730.77292491455
1561,154074.7840355396
1562,126553.37913711592
1563,125594.21580194822
1564,160744.7016613046
1565,146518.73963519157
1566,212477.6928265527
1567,81384.62267088264
1568,223167.29471533635
1569,147568.53315140432
1570,124645.95691259201
1571,108882.62934539435
1572,143257.31994405738
1573,248917.10771038214
1574,129409.9331572349
1575,210936.76520558112
1576,206420.81000538377
1577,194218.34914899568
1578,152109.90028566855
1579,141764.20646676832
1580,190547.3874924887
1581,141081.9462536076
1582,132414.99647270993
1583,336673.8578996195
1584,231053.04441963887
1585,140370.96775116576
1586,73575.12605936904
1587,102168.02562760179
1588,146285.6327674561
1589,104369.67749460747
1590,136678.29888802077
1591,104137.8725756028
1592,129893.92167995278
1593,117482.04752755724
1594,154810.18170682955
1595,120355.50067602881
1596,242145.4049046663
1597,166453.62853971726
1598,176747.19475057663
1599,170455.9245299742
1600,168426.13738597446
1601,76709.7897130067
1602,112346.60714225969
1603,97739.46608012113
1604,283606.9985711408
1605,240150.0023123571
1606,170175.85276058363
1607,177973.57359310836
1608,212234.03991143827
1609,183031.73809069372
1610,154316.92229252408
1611,156186.2220428045
1612,160268.8749653174
1613,162779.08454658854
1614,123766.34271656054
1615,89495.9190858769
1616,81671.06441462347
1617,92445.35916543785
1618,126596.33311622846
1619,130693.85339499789
1620,171074.9709451553
1621,135840.96373017287
1622,145660.41953447094
1623,285737.56274316506
1624,208890.64979789252
1625,125925.48611845548
1626,170004.5530211996
1627,184868.00446397293
1628,266407.66572087514
1629,171635.074789507
1630,353982.6483930807
1631,206170.01905843517
1632,245934.53666371803
1633,166848.31292524285
1634,184611.5995019043
1635,179940.9434576781
1636,162193.62135116136
1637,179850.97254918097
1638,200912.34283554537
1639,183373.3554057046
1640,269966.71256630117
1641,180956.09059001523
1642,221249.03290966857
1643,219328.278660241
1644,226344.39892129973
1645,178692.3573819188
1646,161330.04221572328
1647,164040.05112789868
1648,142755.77015287147
1649,137674.97915341725
1650,127618.61079784943
1651,123051.03183645126
1652,94023.00337772776
1653,99521.24110269388
1654,153454.51505407938
1655,158941.87100107642
1656,149503.26242591004
1657,153101.85189409147
1658,151663.73064464916
1659,145749.2213130059
1660,142785.05344474275
1661,436438.33946746745
1662,403714.72049249074
1663,384552.54997728247
1664,412218.46812719764
1665,306495.23116834206
1666,328624.0261710234
1667,358348.6169717655
1668,326799.9483196159
1669,289434.8557415469
1670,330188.7193076721
1671,276859.51872275263
1672,474393.7626434976
1673,285991.20393476833
1674,250954.96283148148
1675,183781.5425034173
1676,187355.60026106375
1677,220861.09278386252
1678,472432.50627421465
1679,380056.52220962243
1680,328600.4983213715
1681,222705.3697027412
1682,305339.5265682941
1683,185058.14323217954
1684,171572.23423504198
1685,171463.04334269327
1686,168337.9617595131
1687,167555.37357475449
1688,185425.2662321262
1689,182759.2564983578
1690,183939.1240944889
1691,177672.88334673597
1692,231156.95524848753
1693,170992.07432170838
1694,182100.79443345364
1695,171059.99614588454
1696,276989.1481054406
1697,172797.21131998717
1698,367314.7443138098
1699,328564.1465860167
1700,236177.7861929602
1701,262770.15429141524
1702,253600.18482304164
1703,251827.95675326645
1704,280977.5898861255
1705,209932.465612454
1706,451281.76088194497
1707,218267.5596836855
1708,220612.72438446365
1709,260176.43751551863
1710,215803.1898465138
1711,235255.9965109972
1712,242390.96863868117
1713,262258.5645592398
1714,224655.63629910734
1715,203678.14132515638
1716,171139.94236078276
1717,166970.65055424438
1718,133893.4371103063
1719,206502.27260539608
1720,247414.79407371362
1721,163205.02068035124
1722,133044.8316859162
1723,153898.76027589507
1724,221806.02729696216
1725,233597.16650075983
1726,189134.93425949896
1727,171768.24803155
1728,183266.583239869
1729,165034.41816594475
1730,130248.44407235832
1731,121067.42841903215
1732,133870.3545565639
1733,123763.20230083444
1734,129460.85027015634
1735,132741.3727822578
1736,110982.09386151028
1737,318114.80248584796
1738,222689.19448920182
1739,300351.71732590516
1740,188906.91708840884
1741,177341.9439036833
1742,172430.37246928405
1743,176004.54165124547
1744,292644.021408263
1745,233392.52997993593
1746,203562.45297857805
1747,209700.51356527468
1748,213958.63498158465
1749,160027.19181268
1750,145635.6222822108
1751,222481.3426994407
1752,125886.72729688407
1753,140775.77735409216
1754,215672.52553565224
1755,171905.88569266826
1756,125653.56941980508
1757,119849.95762658925
1758,152367.36217824894
1759,160747.2458921929
1760,164932.70671736612
1761,151615.49495904235
1762,168668.70357147115
1763,163512.81850120676
1764,121704.18186200099
1765,148571.35689596058
1766,163916.4453754429
1767,199903.2902479416
1768,139443.46245636372
1769,168402.74796290643
1770,139660.19125669668
1771,135143.44274149873
1772,141365.24744339628
1773,141547.9090846461
1774,135824.98020767834
1775,135192.95475206364
1776,123326.37677486466
1777,117364.46693402728
1778,130229.35715022116
1779,107383.37848001126
1780,176950.0033965501
1781,131189.47971430793
1782,94925.31774199582
1783,130333.12169634468
1784,94776.44599901387
1785,119982.52357730249
1786,136421.38095643758
1787,164807.57982265457
1788,59845.98312542502
1789,87151.11919194923
1790,88848.26322246512
1791,178099.1825637286
1792,154087.99001771933
1793,144937.61320943013
1794,140922.21106447812
1795,139820.48256867466
1796,104660.4181881448
1797,114262.75257351952
1798,126563.29078063078
1799,108569.55703420489
1800,129040.072223187
1801,131835.0918893511
1802,114209.50348511036
1803,153622.30167476396
1804,140764.47781434
1805,135695.9212089529
1806,125265.64714280948
1807,147904.138340849
1808,107976.66459382411
1809,107519.81962281691
1810,132749.94569194765
1811,115875.38115091728
1812,115558.85269886702
1813,121571.91903618509
