Id,SalePrice
1461,123917.42372798893
1462,155395.6219373722
1463,179882.3308974246
1464,184748.40652635368
1465,194631.63333752647
1466,182586.54779993885
1467,165091.1557735394
1468,176390.88101828995
1469,183261.75356689494
1470,119917.31746574603
1471,200432.60891513654
1472,92045.64553305128
1473,95586.94067880172
1474,154561.64751884603
1475,150404.7756978568
1476,377642.5236502893
1477,248863.36605038997
1478,315687.92764729215
1479,241970.54928049407
1480,461691.7701929892
1481,305624.4236814835
1482,205258.83197494183
1483,174818.84142160736
1484,183486.72821781554
1485,174492.30633569567
1486,196011.2624489099
1487,307721.0608950467
1488,236271.34619743342
1489,218476.1036211717
1490,188717.74669718582
1491,192562.482565867
1492,99464.5246713406
1493,173613.66383956457
1494,296114.72404875036
1495,293720.6180534319
1496,233974.0598138863
1497,194789.55302269376
1498,153650.76201157618
1499,153235.42072937178
1500,153734.78504916292
1501,174535.17920486952
1502,176115.781132986
1503,291970.57381004316
1504,229576.1701679267
1505,216925.93454659017
1506,180443.2977388154
1507,209966.56908283272
1508,193664.58576866137
1509,162280.20963467078
1510,153134.02064709374
1511,155575.42057043535
1512,166394.447798019
1513,147487.57114979907
1514,161643.26636282587
1515,176719.11731868892
1516,160831.31114411994
1517,150969.01726169797
1518,131346.2480311706
1519,223085.02337368793
1520,137798.8217872514
1521,146882.2216906382
1522,161486.21348586137
1523,116537.21220440544
1524,123182.45528790065
1525,121637.62225472029
1526,129749.95577725506
1527,103383.1607648973
1528,124105.69577517122
1529,140972.37902848434
1530,164672.2359955428
1531,122127.88760632438
1532,107834.11465207553
1533,140027.75991043774
1534,117760.07997481317
1535,148838.94603218226
1536,115555.55156686467
1537,76254.80084692026
1538,174539.36022537455
1539,200337.08058919388
1540,108283.10500515476
1541,143032.94684643985
1542,138122.3359206364
1543,216718.59148557574
1544,75391.31599941221
1545,98331.15289372634
1546,123041.3679287614
1547,130834.61952164327
1548,131050.61477371355
1549,109267.40319435268
1550,137057.659801121
1551,115032.56009696667
1552,140577.23469197983
1553,133581.2085061291
1554,110900.99971747128
1555,158777.00916464932
1556,96048.60107735718
1557,124773.76507721108
1558,85734.93750601735
1559,111143.79140004361
1560,148667.66907909876
1561,139648.5044607067
1562,127406.96653454925
1563,123860.8850432443
1564,161483.4011693276
1565,154908.62148400492
1566,210361.54460275045
1567,77727.08322622735
1568,221397.5690529111
1569,138290.22639159003
1570,119588.96207987428
1571,129393.3464260198
1572,147046.0041548456
1573,242154.82084170298
1574,107619.55082799566
1575,206244.49920508274
1576,211925.50299843974
1577,206863.029915138
1578,156099.48097589985
1579,142363.1391367467
1580,192073.31113129345
