Id,SalePrice
1461,126174.016
1462,152736.45
1463,184020.44
1464,189469.2
1465,182895.1
1466,172620.06
1467,174872.53
1468,168278.48
1469,180622.98
1470,127408.586
1471,203441.72
1472,96019.11
1473,97400.984
1474,153032.44
1475,139792.73
1476,358483.75
1477,253057.2
1478,313413.25
1479,229059.75
1480,470546.5
1481,332225.6
1482,203314.88
1483,165432.25
1484,163526.89
1485,174076.34
1486,199120.16
1487,329211.97
1488,230687.92
1489,217882.25
1490,196779.67
1491,185755.27
1492,100153.87
1493,178095.23
1494,273789.56
1495,286449.47
1496,242251.9
1497,185967.97
1498,155496.03
1499,158952.95
1500,157128.5
1501,178523.75
1502,165391.72
1503,305757.94
1504,235838.3
1505,220566.25
1506,173690.8
1507,199518.2
1508,196658.48
1509,162376.28
1510,148090.31
1511,145343.05
1512,166307.97
1513,146690.03
1514,157334.53
1515,191018.08
1516,163279.27
1517,155965.94
1518,125003.97
1519,220531.55
1520,136625.8
1521,138317.4
1522,164929.73
1523,111804.445
1524,120649.945
1525,122663.1
1526,121292.08
1527,102002.22
1528,127834.57
1529,144380.4
1530,173689.8
1531,105680.47
1532,95897.4
1533,143265.7
1534,115046.46
1535,162214.53
1536,119945.19
1537,66363.83
1538,159471.78
1539,190055.73
1540,96393.914
1541,137265.88
1542,139737.02
1543,231500.06
1544,67878.75
1545,101178.89
1546,123470.234
1547,130577.375
1548,129459.68
1549,120882.36
1550,143147.84
1551,111065.1
1552,131442.6
1553,136827.64
1554,112616.24
1555,166246.12
1556,89108.58
1557,105943.55
1558,86096.57
1559,92663.25
1560,140051.61
1561,137774.88
1562,131266.6
1563,123639.79
1564,161110.19
1565,147331.88
1566,221444.31
1567,73592.586
1568,228434.53
1569,127931.77
1570,124262.875
1571,116036.84
1572,148336.25
1573,248750.95
1574,95499.48
1575,208129.81
1576,220751.44
1577,200394.25
1578,145361.77
1579,143243.98
1580,185066.02
1581,148350.55
1582,130051.555
1583,344956.62
1584,231753.22
1585,141168.23
1586,61437.51
1587,100563.125
1588,148190.62
1589,102846.37
1590,134618.22
1591,105294.26
1592,124939.85
1593,125782.586
1594,128404.44
1595,108184.88
1596,261025.39
1597,172085.38
1598,191872.17
1599,187354.17
1600,183187.14
1601,66650.96
1602,102196.67
1603,85428.1
1604,269721.5
1605,258894.55
1606,174065.39
1607,153731.5
1608,225534.94
1609,194761.81
1610,161031.7
1611,143170.9
1612,164123.23
1613,162716.55
1614,116414.26
1615,82165.08
1616,71498.0
1617,83935.13
1618,127014.78
1619,144705.73
1620,144951.31
1621,125752.24
1622,132265.86
1623,304654.5
1624,211384.22
1625,126024.17
1626,171977.1
1627,181847.03
1628,297681.2
1629,176834.7
1630,375278.84
1631,219321.36
1632,257124.42
1633,173153.94
1634,187679.28
1635,183490.14
1636,157966.0
1637,173555.52
1638,211715.69
1639,176718.88
1640,257350.11
1641,180332.62
1642,219659.0
1643,230275.36
1644,233873.58
1645,178439.5
1646,159266.61
1647,157708.14
1648,135288.11
1649,138897.84
1650,117002.05
1651,117064.21
1652,93136.8
1653,96813.56
1654,154042.92
1655,152322.17
1656,151859.9
1657,154464.53
1658,152849.83
1659,141145.75
1660,149494.4
1661,464077.34
1662,391226.56
1663,383582.72
1664,454650.53
1665,318686.9
1666,309292.5
1667,317813.1
1668,324926.6
1669,311216.62
1670,336398.0
1671,274574.0
1672,492905.7
1673,301843.2
1674,249391.58
1675,180811.7
1676,186889.83
1677,220671.88
1678,441568.94
1679,360592.8
1680,343176.53
1681,237773.7
1682,305144.47
1683,182328.4
1684,169713.03
1685,174848.53
1686,169417.1
1687,164708.27
1688,185142.98
1689,188442.77
1690,191099.7
1691,180656.92
1692,276860.03
1693,168727.95
1694,187529.34
1695,163301.06
1696,278950.6
1697,163673.7
1698,374063.25
1699,333825.66
1700,257774.81
1701,263330.2
1702,249477.94
1703,243266.62
1704,298401.72
1705,230576.42
1706,452843.88
1707,223844.27
1708,212619.55
1709,287409.7
1710,223255.42
1711,272399.3
1712,243498.5
1713,256867.81
1714,227743.67
1715,211157.14
1716,180187.02
1717,168334.17
1718,116622.5
1719,208508.88
1720,259437.56
1721,164238.64
1722,117692.766
1723,160557.55
1724,216120.92
1725,230279.53
1726,190707.19
1727,158523.33
1728,183221.56
1729,167112.61
1730,155429.17
1731,121979.625
1732,136514.17
1733,118285.54
1734,123595.7
1735,134695.14
1736,118398.06
1737,340069.72
1738,217949.17
1739,244257.19
1740,193323.77
1741,174571.61
1742,176923.1
1743,172982.95
1744,305376.78
1745,233388.97
1746,234521.28
1747,222796.64
1748,219758.73
1749,165354.33
1750,140419.27
1751,238128.39
1752,120229.21
1753,139831.53
1754,205626.77
1755,166468.4
1756,116479.23
1757,125325.43
1758,142420.55
1759,170096.56
1760,166619.3
1761,138334.83
1762,164895.3
1763,171266.1
1764,115236.21
1765,156272.5
1766,174584.77
1767,210540.22
1768,143061.31
1769,144768.81
1770,144779.72
1771,131668.42
1772,136096.78
1773,128976.98
1774,129093.14
1775,132688.22
1776,122246.54
1777,117983.38
1778,135138.14
1779,114754.65
1780,178112.39
1781,128462.13
1782,102129.734
1783,141416.56
1784,92628.7
1785,109979.46
1786,128492.64
1787,170941.38
1788,60224.31
1789,88503.53
1790,93162.92
1791,154018.97
1792,151841.67
1793,129195.24
1794,148438.58
1795,136048.23
1796,129756.2
1797,112553.86
1798,123739.35
1799,113882.03
1800,130617.23
1801,117045.69
1802,150497.75
1803,147725.69
1804,143479.0
1805,139827.27
1806,118914.414
1807,131884.2
1808,123222.02
1809,120577.82
1810,146343.78
1811,98062.36
1812,108077.32
1813,120186.68
1814,95380.516
1815,48489.24
1816,96888.93
1817,118565.07
